Text#,Type,Issued,Title,Language,Authors,Subjects,LoCC,Bookshelves
992,Text,16/7/1997,A Theological-Political Treatise [Part IV],en,"Spinoza, Benedictus de, 1632-1677; Elwes, R. H. M. (Robert Harvey Monro), 1853- [Translator]",Philosophy and religion -- Early works to 1800; Free thought -- Early works to 1800; Political science -- Early works to 1800,B,Philosophy
994,Text,1/7/1997,Riders to the Sea,en,"Synge, J. M. (John Millington), 1871-1909",Ireland -- Drama; Mothers and sons -- Drama; Drowning victims -- Drama; Seafaring life -- Drama,PR,One Act Plays; Opera
996,Text,27/7/2004,Don Quixote,en,"Cervantes Saavedra, Miguel de, 1547-1616; Ormsby, John, 1829-1895 [Translator]",Spain -- Social life and customs -- 16th century -- Fiction; Knights and knighthood -- Spain -- Fiction; Picaresque literature; Romances,PQ,Best Books Ever Listings; Harvard Classics
1001,Text,1/8/1997,"Divine Comedy, Longfellow's Translation, Hell",en,"Dante Alighieri, 1265-1321; Longfellow, Henry Wadsworth, 1807-1882 [Translator]","Hell -- Poetry; Epic poetry, Italian -- Translations into English; Italian poetry -- To 1400 -- Translations into English",PQ,Italy
1002,Text,1/8/1997,"Divine Comedy, Longfellow's Translation, Purgatory",en,"Dante Alighieri, 1265-1321; Longfellow, Henry Wadsworth, 1807-1882 [Translator]","Epic poetry, Italian -- Translations into English; Italian poetry -- To 1400 -- Translations into English",PQ,Italy
1003,Text,1/8/1997,"Divine Comedy, Longfellow's Translation, Paradise",en,"Dante Alighieri, 1265-1321; Longfellow, Henry Wadsworth, 1807-1882 [Translator]","Epic poetry, Italian -- Translations into English; Italian poetry -- To 1400 -- Translations into English",PQ,Italy
1004,Text,1/8/1997,"Divine Comedy, Longfellow's Translation, Complete",en,"Dante Alighieri, 1265-1321; Longfellow, Henry Wadsworth, 1807-1882 [Translator]","Epic poetry, Italian -- Translations into English; Italian poetry -- To 1400 -- Translations into English",PQ,Harvard Classics; Italy
1005,Text,7/8/2004,"Divine Comedy, Cary's Translation, Hell",en,"Dante Alighieri, 1265-1321; Cary, Henry Francis, 1772-1844 [Translator]","Hell -- Poetry; Epic poetry, Italian -- Translations into English; Italian poetry -- To 1400 -- Translations into English",PQ,Italy
1006,Text,6/8/2004,"Divine Comedy, Cary's Translation, Purgatory",en,"Dante Alighieri, 1265-1321; Cary, Henry Francis, 1772-1844 [Translator]","Epic poetry, Italian -- Translations into English; Italian poetry -- To 1400 -- Translations into English",PQ,Italy
1007,Text,2/8/2004,"Divine Comedy, Cary's Translation, Paradise",en,"Dante Alighieri, 1265-1321; Cary, Henry Francis, 1772-1844 [Translator]","Epic poetry, Italian -- Translations into English; Italian poetry -- To 1400 -- Translations into English",PQ,Italy
1008,Text,1/8/1997,"Divine Comedy, Cary's Translation, Complete",en,"Dante Alighieri, 1265-1321; Cary, Henry Francis, 1772-1844 [Translator]","Epic poetry, Italian -- Translations into English; Italian poetry -- To 1400 -- Translations into English",PQ,Harvard Classics; Italy
1013,Text,20/10/2004,The First Men in the Moon,en,"Wells, H. G. (Herbert George), 1866-1946",Science fiction; Satire; Utopias -- Fiction; Imperialism -- Fiction; Utopian fiction; Space flight to the moon -- Fiction; Moon -- Fiction,PR,Movie Books; Science Fiction
1014,Text,1/8/1997,The Lure of the Dim Trails,en,"Bower, B. M., 1871-1940",Western stories; Cowboys -- Fiction,PS,Western
1015,Text,27/4/2006,The Oregon Trail: Sketches of Prairie and Rocky-Mountain Life,en,"Parkman, Francis, 1823-1893","West (U.S.) -- Description and travel; Frontier and pioneer life -- West (U.S.); Parkman, Francis, 1823-1893 -- Travel -- West (U.S.); West (U.S.) -- History -- To 1848; Indians of North America -- West (U.S.); Oregon National Historic Trail; California National Historic Trail",F590.3,Children's History; United States
1016,Text,1/8/1997,On the Improvement of the Understanding,en,"Spinoza, Benedictus de, 1632-1677; Elwes, R. H. M. (Robert Harvey Monro), 1853- [Translator]",Philosophy and religion; Free thought,B,Philosophy
1020,Text,1/8/1997,Sword Blades and Poppy Seed,en,"Lowell, Amy, 1874-1925",American poetry; Imagist poetry,PS,Poetry
1026,Text,1/8/1997,The Diary of a Nobody,en,"Grossmith, George, 1847-1912; Grossmith, Weedon, 1852-1919",Humorous stories; England -- Fiction; Men -- England -- Fiction; Diary fiction; Suburban life -- Fiction; Middle class -- Fiction,PR,Best Books Ever Listings; Humor
1027,Text,1/8/1997,The Lone Star Ranger: A Romance of the Border,en,"Grey, Zane, 1872-1939",Western stories; Mexican-American Border Region -- Fiction,PS,"Western; Bestsellers, American, 1895-1923"
1033,Text,1/9/1997,Rose o' the River,en,"Wiggin, Kate Douglas Smith, 1856-1923",Historical fiction; Love stories; Log driving -- Maine -- Fiction,PS,"Children's Literature; Bestsellers, American, 1895-1923"
1036,Text,1/9/1997,Joe Wilson and His Mates,en,"Lawson, Henry, 1867-1922",Historical fiction; Frontier and pioneer life -- Australia -- Fiction; Australia -- Fiction,PR,Australia
1039,Text,11/2/2006,Missionary Travels and Researches in South Africa,en,"Livingstone, David, 1813-1873",Missions -- South Africa; South Africa -- Description and travel,DT,Africa; South Africa
1046,Text,3/5/2006,"God, the Invisible King",en,"Wells, H. G. (Herbert George), 1866-1946",God (Christianity),BT,"Bestsellers, American, 1895-1923"
1050,Text,1/9/1997,The Dark Lady of the Sonnets,en,"Shaw, Bernard, 1856-1950","Shakespeare, William, 1564-1616 -- Drama; Man-woman relationships -- Drama; Fitton, Mary, 1578?-1641 -- Drama; London (England) -- Drama",PR,One Act Plays
1059,Text,11/2/2006,The World Set Free,en,"Wells, H. G. (Herbert George), 1866-1946",War stories; Imaginary wars and battles -- Fiction; Nuclear warfare -- Fiction,PR,Science Fiction
1067,Text,1/6/2004,Personal Memoirs of U. S. Grant — Volume 1,en,"Grant, Ulysses S. (Ulysses Simpson), 1822-1885","Generals -- United States -- Biography; Grant, Ulysses S. (Ulysses Simpson), 1822-1885; United States -- History -- Civil War, 1861-1865 -- Campaigns; Mexican War, 1846-1848 -- Personal narratives; Presidents -- United States -- Biography; United States. Army -- Biography",E660,US Civil War
1068,Text,1/6/2004,Personal Memoirs of U. S. Grant — Volume 2,en,"Grant, Ulysses S. (Ulysses Simpson), 1822-1885","Generals -- United States -- Biography; Grant, Ulysses S. (Ulysses Simpson), 1822-1885; United States -- History -- Civil War, 1861-1865 -- Campaigns; Mexican War, 1846-1848 -- Personal narratives; Presidents -- United States -- Biography; United States. Army -- Biography",E660,US Civil War
1076,Text,1/10/1997,The Wallet of Kai Lung,en,"Bramah, Ernest, 1869?-1942",Fantasy fiction; Kai Lung (Fictitious character) -- Fiction,PR,Fantasy
1077,Text,1/10/1997,The Mirror of Kong Ho,en,"Bramah, Ernest, 1869?-1942",Humorous stories; England -- Fiction; Epistolary fiction; Chinese -- England -- Fiction,PR,Fantasy
1078,Text,1/10/1997,The Scouts of the Valley,en,"Altsheler, Joseph A. (Joseph Alexander), 1862-1919",Historical fiction; Wyoming Valley (Pa.) -- Fiction; Chemung River Valley (N.Y. and Pa.) -- Fiction,PS,Children's Fiction
1079,Text,1/10/1997,"The Life and Opinions of Tristram Shandy, Gentleman",en,"Sterne, Laurence, 1713-1768",Stream of consciousness fiction; Experimental fiction; Fiction -- Authorship -- Fiction; Infants -- Fiction; Fetus -- Fiction,PR,Best Books Ever Listings
1081,Text,1/10/1997,Dead Souls,en,"Gogol, Nikolai Vasilevich, 1809-1852; Hogarth, D. J. [Translator]",Satire; Humorous stories; Russia -- Social life and customs -- 1533-1917 -- Fiction; Swindlers and swindling -- Russia -- Fiction,PG,Best Books Ever Listings
1082,Text,1/10/1997,"Voyage of the Paper Canoe
A Geographical Journey of 2500 Miles, from Quebec to the Gulf of Mexico, During the Years 1874-5",en,"Bishop, Nathaniel H. (Nathaniel Holmes), 1837-1902","Bishop, Nathaniel H. (Nathaniel Holmes), 1837-1902 -- Travel -- United States; Canoes and canoeing -- United States -- History -- 19th century; Atlantic Coast (U.S.) -- Description and travel; United States -- Description and travel; Bishop, Nathaniel H. (Nathaniel Holmes), 1837-1902 -- Travel -- Canada, Eastern; Waterways -- United States -- History -- 19th century; Waterways -- Canada, Eastern -- History -- 19th century; Canoes and canoeing -- Canada, Eastern -- History -- 19th century; Atlantic Coast (Canada) -- Description and travel; Canada, Eastern -- Description and travel",F106; F1001,Travel
1083,Text,1/10/1997,The Arrow of Gold: A Story Between Two Notes,en,"Conrad, Joseph, 1857-1924",Sea stories; Young men -- Fiction; Adventure stories; Illegal arms transfers -- Fiction; Marseille (France) -- Fiction,PR,"Bestsellers, American, 1895-1923"
1084,Text,1/10/1997,Recipes Tried and True,en,"First Presbyterian Church (Marion, Ohio). Ladies' Aid Society","Cooking, American",TX,Cookbooks and Cooking
1090,Text,1/11/1997,The Bickerstaff-Partridge Papers,en,"Swift, Jonathan, 1667-1745","Satire, English",PR,Banned Books from Anne Haight's list
1095,Text,1/11/1997,The Light of the Western Stars,en,"Grey, Zane, 1872-1939",Western stories; Women pioneers -- Fiction; New Mexico -- Fiction,PS,Western
1097,Text,11/2/2002,Mrs. Warren's Profession,en,"Shaw, Bernard, 1856-1950",Working class women -- Great Britain -- Drama; Prostitutes -- Great Britain -- Drama; Prostitution -- Great Britain -- Drama; Great Britain -- Social conditions -- 19th century -- Drama,PR,Banned Books from Anne Haight's list
1098,Text,1/11/1997,The Turmoil: A Novel,en,"Tarkington, Booth, 1869-1946",City and town life -- Fiction; Domestic fiction; Bildungsromans; Young men -- Fiction; Children of the rich -- Fiction; Social classes -- Fiction; Middle West -- Fiction,PS,"Bestsellers, American, 1895-1923"
1112,Text,1/11/1997,The Tragedy of Romeo and Juliet,en,"Shakespeare, William, 1564-1616",Vendetta -- Drama; Youth -- Drama; Verona (Italy) -- Drama; Juliet (Fictitious character) -- Drama; Romeo (Fictitious character) -- Drama; Conflict of generations -- Drama,PR,Italy
1122,Text,1/12/1997,"The Tragedy of Hamlet, Prince of Denmark",en,"Shakespeare, William, 1564-1616",Tragedies; Hamlet (Legendary character) -- Drama; Kings and rulers -- Succession -- Drama; Murder victims' families -- Drama; Fathers -- Death -- Drama; Revenge -- Drama; Princes -- Drama; Denmark -- Drama,PR,Best Books Ever Listings
1128,Text,1/12/1997,The Tragedy of King Lear,en,"Shakespeare, William, 1564-1616","Tragedies; Fathers and daughters -- Drama; Inheritance and succession -- Drama; Lear, King (Legendary character) -- Drama; Britons -- Drama; Kings and rulers -- Drama; Aging parents -- Drama",PR,Best Books Ever Listings
1145,Text,1/12/1997,"Rupert of Hentzau: From The Memoirs of Fritz Von Tarlenheim
Sequel to The Prisoner of Zenda",en,"Hope, Anthony, 1863-1933",Impostors and imposture -- Fiction; Adventure stories; British -- Foreign countries -- Fiction,PR,Movie Books; Adventure
1149,Text,1/12/1997,"From London to Land's End
and Two Letters from the ""Journey through England by a Gentleman""",en,"Defoe, Daniel, 1661?-1731; Morley, Henry, 1822-1894 [Editor]",England -- Description and travel -- Early works to 1800,DA,United Kingdom
1152,Text,1/12/1997,The Story of the Volsungs (Volsunga Saga); with Excerpts from the Poetic Edda,en,"Eiríkr Magnússon, 1833-1913 [Translator]; Morris, William, 1834-1896 [Translator]",Sagas -- Translations into English; Siegfried (Legendary character) -- Romances; Eddas -- Translations into English; Nibelungen -- Romances,PT,Fantasy
1153,Text,1/1/1998,The Chessmen of Mars,en,"Burroughs, Edgar Rice, 1875-1950",Science fiction; Mars (Planet) -- Fiction,PS,Science Fiction
1154,Text,1/1/1998,The Voyages of Doctor Dolittle,en,"Lofting, Hugh, 1886-1947",Fantasy literature; Animals -- Juvenile fiction; Voyages and travels -- Juvenile fiction; Human-animal communication -- Juvenile fiction,PZ,Children's Literature
1155,Text,1/1/1998,The Secret Adversary,en,"Christie, Agatha, 1890-1976","Private investigators -- England -- Fiction; Detective and mystery stories; Domestic fiction; Married people -- Fiction; Missing persons -- Fiction; Beresford, Tommy (Fictitious character) -- Fiction; Beresford, Tuppence (Fictitious character) -- Fiction",PR,Detective Fiction
1156,Text,11/2/2002,Babbitt,en,"Lewis, Sinclair, 1885-1951",Satire; Psychological fiction; Businessmen -- Fiction; Middle-aged men -- Fiction; Conformity -- Fiction,PS,"Bestsellers, American, 1895-1923"
1159,Text,1/1/1998,Fire-Tongue,en,"Rohmer, Sax, 1883-1959",Detective and mystery stories; Secret societies -- Fiction,PR,Crime Fiction
1167,Text,1/1/1998,A Strange Disappearance,en,"Green, Anna Katharine, 1846-1935",New York (N.Y.) -- Fiction; Missing persons -- Fiction; Police -- New York (State) -- New York -- Fiction; Mystery fiction; Women household employees -- Fiction,PS,Detective Fiction
1176,Text,1/1/1998,On Horsemanship,en,"Xenophon, 432 BCE-351? BCE; Dakyns, Henry Graham, 1838-1911 [Translator]",Classical literature; Horsemanship; Horses -- Training,PA; SF,Zoology
1182,Text,1/1/1998,Dope,en,"Rohmer, Sax, 1883-1959",Detective and mystery stories; Drug traffic -- Fiction,PR,Crime Fiction
1183,Text,1/1/1998,The Return of Dr. Fu-Manchu,en,"Rohmer, Sax, 1883-1959","Criminal investigation -- Fiction; Fu Manchu, Doctor (Fictitious character) -- Fiction; Adventure stories; China -- Fiction; Mystery fiction; Secret societies -- Fiction; Poisoning -- Fiction",PR,Crime Fiction
1184,Text,1/1/1998,The Count of Monte Cristo,en,"Dumas, Alexandre, 1802-1870; Maquet, Auguste, 1813-1888","Historical fiction; Revenge -- Fiction; Adventure stories; Prisoners -- Fiction; France -- History -- 19th century -- Fiction; Pirates -- Fiction; Dantès, Edmond (Fictitious character) -- Fiction",PQ,Movie Books; Adventure
1188,Text,1/2/1998,The Lair of the White Worm,en,"Stoker, Bram, 1847-1912",Horror tales; Gothic fiction,PR,Gothic Fiction; Horror
1198,Text,1/2/1998,"Robbery under Arms
A Story of Life and Adventure in the Bush and in the Australian Goldfields",en,"Boldrewood, Rolf, 1826-1915",Frontier and pioneer life -- Australia -- Fiction; Gold mines and mining -- Australia -- Fiction; Bushrangers -- Australia -- Fiction; Australia -- Gold discoveries -- Fiction,PR,Australia
1199,Text,1/2/1998,An Anthology of Australian Verse,en,"Stevens, Bertram, 1872-1922 [Editor]",Australian poetry,PR,Australia
1200,Text,8/8/2004,Gargantua and Pantagruel,en,"Rabelais, François, 1490?-1553?; Doré, Gustave, 1832-1883 [Illustrator]; Motteux, Peter Anthony, 1660-1718 [Translator]; Urquhart, Thomas, Sir, 1611-1660 [Translator]","Giants -- Fiction; Fantasy fiction, French -- Translations into English; Gargantua (Legendary character) -- Fiction",PQ,Best Books Ever Listings; Banned Books from Anne Haight's list
1204,Text,1/2/1998,Cabin Fever,en,"Bower, B. M., 1871-1940",Fiction; Western stories,PS,Western
1206,Text,1/2/1998,The Flying U Ranch,en,"Bower, B. M., 1871-1940",Western stories; Montana -- Fiction; Cowboys -- Fiction; Ranch life -- Fiction,PS,Western
1209,Text,1/2/1998,History of the Conquest of Peru,en,"Prescott, William Hickling, 1796-1859","Peru -- History -- Conquest, 1522-1548; Incas",F3401,Native America
1216,Text,1/2/1998,"Reflections on the Decline of Science in England, and on Some of Its Causes",en,"Babbage, Charles, 1791-1871",Science -- Great Britain -- History; Royal Society (Great Britain),Q,United Kingdom; Science
1217,Text,1/2/1998,"Penelope's Experiences in Scotland
Being Extracts from the Commonplace Book of Penelope Hamilton",en,"Wiggin, Kate Douglas Smith, 1856-1923",Scotland -- Fiction,PS,Children's Literature
1221,Text,1/2/1998,"A Preliminary Revision of the North American Species of Cactus, Anhalonium, and Lophophora",en,"Coulter, John Merle, 1851-1928",Cactus; Ariocarpus; Peyote; Plants -- North America,QK,Botany
1226,Text,1/3/1998,"The Journal of Abnormal Psychology, Volume 10",en,Various,"Psychology, Pathological -- Periodicals; Psychology -- Periodicals; Social psychology -- Periodicals",BF,Psychology
1228,Text,1/3/1998,"On the Origin of Species By Means of Natural Selection
Or, the Preservation of Favoured Races in the Struggle for Life",en,"Darwin, Charles, 1809-1882",Evolution (Biology); Natural selection,QH,Harvard Classics; Biology; Banned Books from Anne Haight's list
1229,Text,1/3/1998,Select Poems of Sidney Lanier,en,"Lanier, Sidney, 1842-1881; Callaway, Morgan, 1862-1936 [Editor]",American poetry -- 19th century,PS,Poetry
1231,Text,1/3/1998,On the Track,en,"Lawson, Henry, 1867-1922","Australia -- Fiction; Short stories, Australian",PR,Australia
1232,Text,11/2/2006,The Prince,en,"Machiavelli, Niccolò, 1469-1527; Marriott, W. K. (William Kenaz), -1927 [Translator]","State, The -- Early works to 1800; Political science -- Philosophy -- Early works to 1800; Political ethics -- Early works to 1800",JC,Politics; Harvard Classics; Philosophy; Banned Books from Anne Haight's list
